chr3	14858536	14858565	-	7
chr1	124253738	124253785	-	7
chr1	115800554	115800596	-	7
chr2	22600377	22600414	-	7
chr2	7721520	7721550	-	7
chr2	130479611	130479643	+	7
chr2	113473984	113474013	+	7
chr2	73319567	73319596	+	7
chr2	31303641	31303672	+	7
chr2	13800399	13800441	+	7
chr19	48362594	48362623	-	7
chr19	40037501	40037533	+	7
chr19	22926532	22926566	+	7
chr18	14192319	14192350	-	7
chr17	39984262	39984307	+	7
chr17	23013445	23013484	+	7
chr16	5032836	5032865	-	7
chr16	34618994	34619024	+	7
chr16	32476588	32476617	+	7
chr13	56084274	56084304	+	7
chr5	17549712	17549743	-	69
chr17	11780640	11780670	-	67
chr13	104603527	104603556	+	67
chr1	197066928	197066978	-	65
chr18	65381250	65381279	-	65
chr2	32695075	32695105	-	645
chr14	64275274	64275305	+	64
chr12	35282700	35282730	-	60
chr13	20652502	20652531	+	6
chr12	71041778	71041808	-	6
chr12	79451996	79452031	+	6
chr1	99967013	99967043	+	6
chrX	133697261	133697291	-	6
chrX	113400715	113400752	-	6
chrX	18723426	18723455	-	6
chrX	89899202	89899231	+	6
chr9	49676284	49676313	-	6
chr9	3258431	3258466	-	6
chr8	69358497	69358527	-	6
chr8	18861833	18861862	-	6
chr7	117203254	117203287	-	6
chr7	106393270	106393302	+	6
chr10	51480869	51480898	+	6
chr7	59072034	59072063	+	6
chr6	49186438	49186490	-	6
chr6	3151485	3151515	-	6
chr6	77706700	77706729	+	6
chr5	126331282	126331311	-	6
chr5	49791831	49791860	-	6
chr5	147072718	147072752	+	6
chr1	183775654	183775683	-	6
chr4	45359530	45359565	-	6
chr4	138894073	138894108	+	6
chr4	131456593	131456622	+	6
chr4	100707356	100707385	+	6
chr3	154890142	154890171	-	6
chr3	89325277	89325310	-	6
chr2	181704535	181704564	-	6
chr1	115800643	115800683	-	6
chr2	64407075	64407106	-	6
chr2	5300296	5300343	-	6
chr2	32591297	32591326	+	6
chr2	31303814	31303844	+	6
chr2	15599248	15599278	+	6
chr19	51217002	51217036	-	6
chr1	56839168	56839224	-	6
chr18	31958480	31958509	-	6
chr1	46132984	46133022	-	6
chr17	36093816	36093845	-	6
chr17	8145068	8145132	-	6
chr17	23768089	23768119	+	6
chr16	57391517	57391558	-	6
chr1	3852227	3852256	-	6
chr1	185760588	185760638	+	6
chr15	20634736	20634765	-	6
chr15	64025496	64025526	+	6
chr14	111197876	111197906	-	6
chr14	35982497	35982526	-	6
chr14	96789956	96789985	+	6
chr14	91538959	91538988	+	6
chr13	113368882	113368924	-	6
chr13	54285445	54285479	-	6
chr1	143788488	143788517	+	6
chr13	118073005	118073034	+	6
chr13	31868590	31868620	+	6
chr12	79451881	79451913	+	59
chrX	105725599	105725629	-	59
chrX	21257676	21257751	-	59
chr17	39985065	39985160	+	59
chr12	85727903	85727934	-	55
chr2	170945705	170945736	+	55
chr16	97369991	97370021	-	54
chr7	137978020	137978053	+	52
chr12	34056832	34056862	-	5
chr12	92526395	92526424	+	5
chr11	67927771	67927800	-	5
chr11	67924944	67924973	-	5
chr11	57447743	57447772	-	5
chr1	93497971	93498000	+	5
chr11	48670528	48670557	-	5
chr11	35595950	35595979	+	5
chr11	34515823	34515852	+	5
chr10	122422746	122422775	-	5
chr1	68578162	68578191	+	5
chrX	164136811	164136841	-	5
chrX	86225889	86225918	-	5
chrX	83530027	83530056	-	5
chrX	48353065	48353094	-	5
chrX	135935546	135935575	+	5
chrX	83564500	83564529	+	5
chr9	91030299	91030328	-	5
chr9	80034872	80034901	-	5
chr9	12656358	12656387	-	5
chr9	123371287	123371319	+	5
chr9	123371073	123371108	+	5
chr9	108178962	108178991	+	5
chr1	60699242	60699271	+	5
chr9	17792243	17792280	+	5
chr8	49118902	49118931	-	5
chr8	125345739	125345768	+	5
chr8	85216201	85216230	+	5
chr8	15520088	15520138	+	5
chr7	127897719	127897753	-	5
chr7	148338138	148338167	+	5
chr7	99920569	99920599	+	5
chr7	26293248	26293277	+	5
chr6	109455163	109455195	-	5
chr6	9802873	9802904	-	5
chr6	13071653	13071682	+	5
chr5	149014689	149014718	-	5
chr5	139361626	139361657	-	5
chr5	138606552	138606581	-	5
chr5	93590956	93590985	-	5
chr5	142424632	142424663	+	5
chr5	114434970	114435001	+	5
chr4	83975671	83975700	-	5
chr4	10631150	10631182	-	5
chr3	32130474	32130503	-	5
chr3	146762712	146762742	+	5
chr3	37380446	37380477	+	5
chr3	27821991	27822020	+	5
chr3	4071587	4071616	+	5
chr2	83236654	83236683	-	5
chr2	63932668	63932698	-	5
chr2	58232028	58232057	-	5
chr1	108963326	108963356	-	5
chr2	31566858	31566888	-	5
chr2	168674380	168674409	+	5
chr2	131113840	131113869	+	5
chr2	31303466	31303497	+	5
chr19	28146660	28146689	+	5
chr18	61557483	61557512	-	5
chr1	56839011	56839043	-	5
chr18	34809536	34809565	-	5
chr18	68851936	68851972	+	5
chr18	67387469	67387500	+	5
chr18	5146929	5146960	+	5
chr17	48340201	48340231	-	5
chr17	7146216	7146255	+	5
chr16	34338810	34338844	-	5
chr16	35981815	35981849	+	5
chr16	13447022	13447051	+	5
chr15	86025381	86025420	+	5
chr15	85537756	85537785	+	5
chr15	63854285	63854314	+	5
chr14	122419365	122419394	-	5
chr14	115178692	115178721	-	5
chr14	105115021	105115053	-	5
chr14	103765532	103765561	-	5
chr14	30981653	30981682	-	5
chr14	97991375	97991404	+	5
chr14	60529221	60529250	+	5
chr14	51683559	51683589	+	5
chr13	100292658	100292687	-	5
chr13	95516374	95516403	-	5
chr13	34343005	34343037	-	5
chr13	21264782	21264811	-	5
chr13	10053536	10053565	-	5
chr13	70117829	70117858	+	5
chr1	136573785	136573816	+	5
chr13	34410664	34410696	+	5
chr17	39984589	39984717	+	49
chr5	114908409	114908438	+	48
chr12	73485866	73485896	+	479
chr7	117203206	117203251	-	47
chr4	93579724	93579753	-	47
chr19	40194313	40194388	+	47
chr9	59502317	59502347	+	465
chr6	3151468	3151535	+	46
chr11	71385713	71385743	-	43
chr6	77152581	77152611	-	422
chr17	39983377	39983416	+	42
chr2	164460812	164460845	-	40
chr2	104102429	104102458	+	40
chr13	21292074	21292103	+	4
chr12	77421547	77421577	-	4
chr12	31031789	31031819	-	4
chr12	90193424	90193453	+	4
chr12	38956879	38956908	+	4
chr11	95942461	95942499	-	4
chr11	33655040	33655072	-	4
chr11	30462996	30463025	-	4
chr11	8467491	8467520	-	4
chr11	114904546	114904576	+	4
chr11	114872746	114872775	+	4
chr11	96856663	96856692	+	4
chr11	96178501	96178530	+	4
chr11	95942409	95942448	+	4
chr1	81003460	81003490	+	4
chr11	68937744	68937774	+	4
chr11	56490942	56490971	+	4
chr11	22914477	22914507	+	4
chr10	82417947	82417990	-	4
chr10	31005160	31005191	-	4
chrX	116433317	116433349	+	4
chrX	39466433	39466462	+	4
chr9	88096680	88096709	-	4
chr9	56071677	56071734	-	4
chr10	104675288	104675322	+	4
chr9	106081178	106081207	+	4
chr9	98327963	98327992	+	4
chr10	95869884	95869913	+	4
chr9	22153082	22153111	+	4
chr8	123950251	123950280	-	4
chr8	94575555	94575585	-	4
chr10	88563724	88563753	+	4
chr8	87635802	87635845	-	4
chr8	70356439	70356468	-	4
chr8	86732463	86732492	+	4
chr8	76242957	76242986	+	4
chr8	59109973	59110003	+	4
chr8	58909891	58909920	+	4
chr8	49292151	49292181	+	4
chr8	39276256	39276285	+	4
chr8	12744219	12744248	+	4
chr7	128285520	128285549	-	4
chr7	125609823	125609853	-	4
chr7	117203288	117203325	-	4
chr7	75405837	75405867	+	4
chr10	46711977	46712006	+	4
chr6	115357914	115357943	-	4
chr6	85833416	85833446	-	4
chr6	85703710	85703739	-	4
chr6	70719771	70719800	-	4
chr6	61313892	61313921	-	4
chr6	29640450	29640479	-	4
chr6	83372177	83372206	+	4
chr6	76669805	76669834	+	4
chr6	47347227	47347256	+	4
chr5	128051146	128051175	-	4
chr5	115302112	115302151	-	4
chr5	76764373	76764402	-	4
chr5	44204656	44204686	-	4
chr5	40102271	40102300	-	4
chr5	17282558	17282594	-	4
chr5	148494868	148494898	+	4
chr5	147072783	147072822	+	4
chr5	137408835	137408865	+	4
chr5	117688944	117688973	+	4
chr5	101128312	101128341	+	4
chr5	87486945	87486974	+	4
chr4	131625734	131625763	-	4
chr4	71688996	71689031	-	4
chr4	149442583	149442612	+	4
chr4	139554223	139554252	+	4
chr4	68176855	68176885	+	4
chr3	82816746	82816776	-	4
chr3	61104240	61104270	-	4
chr1	158704081	158704111	-	4
chr3	104076009	104076038	+	4
chr3	5860548	5860590	+	4
chr1	118096724	118096753	-	4
chr2	93296376	93296409	-	4
chr1	115800607	115800637	-	4
chr2	45400462	45400491	-	4
chr2	35259190	35259220	-	4
chr2	28112494	28112523	-	4
chr2	5300139	5300175	-	4
chr2	142892645	142892674	+	4
chr2	75665620	75665649	+	4
chr2	54095436	54095466	+	4
chr2	30183420	30183449	+	4
chr19	52751066	52751095	-	4
chr19	46998158	46998187	+	4
chr1	60655305	60655334	-	4
chr18	72488344	72488373	+	4
chr1	49974630	49974659	-	4
chr18	65408521	65408550	+	4
chr17	82237670	82237704	-	4
chr17	81999269	81999298	-	4
chr17	50148526	50148555	-	4
chr17	91326913	91326945	+	4
chr17	71313149	71313183	+	4
chr17	39984903	39984960	+	4
chr17	39984352	39984384	+	4
chr17	15803870	15803899	+	4
chr16	75477076	75477107	-	4
chr16	57391229	57391263	-	4
chr16	56865550	56865579	-	4
chr16	52740772	52740801	-	4
chr16	41712915	41712944	-	4
chr16	39573322	39573352	-	4
chr16	75863759	75863790	+	4
chr15	97862672	97862701	-	4
chr15	67564985	67565014	+	4
chr15	26892036	26892065	+	4
chr15	16787707	16787736	+	4
chr14	55095687	55095716	-	4
chr14	26476090	26476119	-	4
chr14	95441941	95441970	+	4
chr1	158513829	158513858	+	4
chr14	20110732	20110766	+	4
chr14	10617068	10617097	+	4
chr13	113959849	113959878	-	4
chr13	113368830	113368877	-	4
chr13	108988611	108988640	-	4
chr13	93355195	93355225	-	4
chr13	58494195	58494224	-	4
chr13	48631439	48631468	-	4
chr13	119071371	119071400	+	4
chr13	114389213	114389242	+	4
chr13	107912146	107912176	+	4
chr13	68945725	68945755	+	4
chr13	48769027	48769057	+	4
chr8	119832453	119832483	+	39
chr7	123959308	123959337	+	39
chr3	5860423	5860537	+	39
chr9	80247328	80247390	+	37
chr14	95027875	95027905	-	37
chr14	37896162	37896191	-	37
chrX	147453660	147453689	-	36
chr6	16162313	16162342	+	36
chr15	16631184	16631219	+	36
chr10	68578221	68578251	+	35
chr7	59083017	59083050	+	35
chr5	138136011	138136042	-	35
chr18	83616141	83616170	+	35
chr17	39984745	39984856	+	35
chr9	89697091	89697122	-	341
chrX	82394475	82394507	-	34
chr1	177921888	177921918	-	34
chr1	51441672	51441705	-	330
chr10	94158430	94158460	-	33
chr1	56839104	56839167	-	33
chr17	24803057	24803088	+	33
chr15	90219213	90219242	-	32
chr14	8799894	8799924	+	32
chr1	156102797	156102828	+	32
chr5	125884605	125884642	-	31
chr5	8479688	8479718	+	31
chr9	41344816	41344845	+	30
chr7	38218520	38218550	+	30
chr6	121029460	121029490	+	30
chr17	39983438	39983486	+	30
chr13	48633249	48633279	-	30
chr12	112246218	112246247	-	3
chr12	105997343	105997372	-	3
chr1	122740218	122740247	+	3
chr12	26714056	26714085	-	3
chr12	9743814	9743843	-	3
chr12	100883802	100883851	+	3
chr12	90880339	90880369	+	3
chr12	83084650	83084681	+	3
chr12	55236195	55236228	+	3
chr12	46772719	46772748	+	3
chr11	119522636	119522665	-	3
chr11	113020660	113020690	-	3
chr11	89277509	89277538	-	3
chr11	115917246	115917275	+	3
chr11	94325749	94325778	+	3
chr11	17121295	17121326	+	3
chr10	115910957	115910986	-	3
chr10	111172606	111172635	-	3
chr10	90644854	90644894	-	3
chr10	82417876	82417931	-	3
chr10	79434199	79434228	-	3
chr10	77616001	77616030	-	3
chr10	61127659	61127689	-	3
chrX	108407896	108407925	-	3
chrX	98801868	98801897	-	3
chrX	77163791	77163823	-	3
chrX	73374366	73374400	-	3
chrX	31247794	31247823	-	3
chrX	29300461	29300491	-	3
chrX	7197141	7197171	-	3
chrX	161387378	161387407	+	3
chrX	158336305	158336334	+	3
chrX	126895269	126895298	+	3
chrX	114738616	114738645	+	3
chrX	110540382	110540411	+	3
chrX	68716298	68716327	+	3
chrX	55210533	55210562	+	3
chrX	53718354	53718383	+	3
chrX	35404646	35404676	+	3
chrX	30281630	30281660	+	3
chr10	122040246	122040275	+	3
chr9	123956100	123956129	-	3
chr9	116914832	116914861	-	3
chr9	101492177	101492207	-	3
chr9	82404775	82404804	-	3
chr9	77501857	77501886	-	3
chr9	65664186	65664215	-	3
chr9	62908036	62908065	-	3
chr9	50008578	50008607	-	3
chr9	49254937	49254966	-	3
chr9	3258652	3258684	-	3
chr9	122622324	122622353	+	3
chr9	122502512	122502541	+	3
chr9	113991608	113991637	+	3
chr9	113583593	113583623	+	3
chr9	101253254	101253283	+	3
chr9	71811249	71811278	+	3
chr9	52030934	52030964	+	3
chr9	51905044	51905073	+	3
chr9	48556772	48556802	+	3
chr8	101520904	101520933	-	3
chr8	86096886	86096915	-	3
chr8	37132544	37132573	-	3
chr8	23796224	23796254	-	3
chr8	12811544	12811573	-	3
chr8	3754390	3754423	-	3
chr8	125063781	125063810	+	3
chr8	124885825	124885854	+	3
chr8	110075189	110075218	+	3
chr8	92860374	92860403	+	3
chr8	71704643	71704672	+	3
chr8	42300686	42300715	+	3
chr8	26261289	26261318	+	3
chr8	15519955	15519993	+	3
chr8	15519788	15519827	+	3
chr8	13336138	13336167	+	3
chr8	12951322	12951351	+	3
chr7	151791884	151791913	-	3
chr7	132725052	132725081	-	3
chr7	132648036	132648065	-	3
chr7	132547583	132547612	-	3
chr7	123447844	123447874	-	3
chr7	112967730	112967760	-	3
chr10	64193413	64193442	+	3
chr7	105629490	105629519	-	3
chr7	69802080	69802109	-	3
chr7	69025818	69025847	-	3
chr7	37905319	37905348	-	3
chr10	58667916	58667945	+	3
chr7	37690466	37690495	-	3
chr10	58510946	58510975	+	3
chr7	25894366	25894396	-	3
chr7	25801828	25801858	-	3
chr7	10946429	10946458	-	3
chr7	145945686	145945715	+	3
chr7	53168746	53168775	+	3
chr7	26763039	26763068	+	3
chr10	44243199	44243228	+	3
chr6	148732309	148732339	-	3
chr6	134403178	134403207	-	3
chr10	41714443	41714473	+	3
chr6	75204404	75204433	-	3
chr6	49186521	49186557	-	3
chr6	48600052	48600081	-	3
chr10	31355583	31355612	+	3
chr6	24204115	24204144	-	3
chr6	15099789	15099818	-	3
chr6	14434260	14434290	-	3
chr6	128444805	128444834	+	3
chr6	125623691	125623720	+	3
chr6	125543944	125543973	+	3
chr6	120732178	120732207	+	3
chr6	52381231	52381260	+	3
chr6	47478378	47478407	+	3
chr6	26468519	26468548	+	3
chr6	18501076	18501105	+	3
chr6	3151406	3151435	+	3
chr6	3151246	3151289	+	3
chr5	143916647	143916676	-	3
chr5	121424272	121424301	-	3
chr5	82400723	82400753	-	3
chr10	4364410	4364439	+	3
chr5	60885054	60885083	-	3
chr5	38560807	38560836	-	3
chr5	149635997	149636026	+	3
chr5	148346027	148346056	+	3
chr5	115857405	115857434	+	3
chr4	151449751	151449780	-	3
chr4	120693518	120693547	-	3
chr4	119879833	119879862	-	3
chr4	106431105	106431135	-	3
chr4	94259364	94259393	-	3
chr4	94019675	94019704	-	3
chr4	71689123	71689152	-	3
chr4	60986038	60986067	-	3
chr4	149442626	149442655	+	3
chr4	130844010	130844040	+	3
chr4	116333652	116333681	+	3
chr4	24280664	24280693	+	3
chr3	158060042	158060071	-	3
chr3	155747024	155747053	-	3
chr3	136028742	136028771	-	3
chr3	105320923	105320953	-	3
chr3	81269632	81269662	-	3
chr3	37064454	37064483	-	3
chr1	157753568	157753598	-	3
chr3	135008570	135008601	+	3
chr3	134436706	134436735	+	3
chr3	126716255	126716284	+	3
chr3	89060344	89060373	+	3
chr3	68813841	68813870	+	3
chr3	54075732	54075761	+	3
chr3	46828225	46828254	+	3
chr3	30864578	30864608	+	3
chr3	12712426	12712456	+	3
chr3	9333845	9333875	+	3
chr2	167578055	167578084	-	3
chr2	164949474	164949503	-	3
chr2	149743105	149743136	-	3
chr2	122913765	122913794	-	3
chr2	122074476	122074505	-	3
chr2	118482195	118482224	-	3
chr2	103122394	103122423	-	3
chr1	115800750	115800797	-	3
chr2	72850789	72850818	-	3
chr2	65114744	65114773	-	3
chr2	52410427	52410456	-	3
chr2	27865624	27865653	-	3
chr2	22600456	22600487	-	3
chr2	5300379	5300409	-	3
chr2	181189248	181189277	+	3
chr2	143341070	143341099	+	3
chr2	122203705	122203746	+	3
chr2	72301597	72301627	+	3
chr2	35923158	35923188	+	3
chr1	74947227	74947256	-	3
chr19	55637995	55638024	-	3
chr19	5905526	5905555	-	3
chr19	5060822	5060852	-	3
chr19	61163267	61163296	+	3
chr19	40194228	40194260	+	3
chr19	9027859	9027888	+	3
chr19	8990244	8990273	+	3
chr18	77737948	77737977	-	3
chr18	73693113	73693142	-	3
chr18	52543261	52543290	-	3
chr18	36923692	36923722	-	3
chr18	34502636	34502665	-	3
chr18	24405987	24406017	-	3
chr18	16912258	16912287	-	3
chr18	7607730	7607759	-	3
chr18	61761585	61761614	+	3
chr18	26422354	26422383	+	3
chr18	21808204	21808233	+	3
chr18	15071910	15071940	+	3
chr18	12447413	12447442	+	3
chr17	85582819	85582848	-	3
chr17	58219314	58219343	-	3
chr17	39984976	39985015	-	3
chr1	37989508	37989537	-	3
chr17	27244646	27244675	-	3
chr17	24651456	24651488	-	3
chr17	17154890	17154920	-	3
chr17	6470419	6470449	-	3
chr17	89420145	89420174	+	3
chr17	81840461	81840490	+	3
chr17	80797761	80797790	+	3
chr17	80129341	80129370	+	3
chr17	37592238	37592267	+	3
chr17	23015096	23015127	+	3
chr16	96559941	96559970	-	3
chr16	21024121	21024150	-	3
chr16	20686296	20686325	-	3
chr16	18246036	18246065	-	3
chr16	54612117	54612146	+	3
chr16	44172050	44172079	+	3
chr16	34571495	34571524	+	3
chr16	28353661	28353690	+	3
chr16	23945032	23945062	+	3
chr16	6242735	6242764	+	3
chr15	101819578	101819607	-	3
chr1	191768228	191768257	+	3
chr15	72547221	72547250	-	3
chr15	34245008	34245038	-	3
chr15	11124721	11124750	-	3
chr15	93796459	93796488	+	3
chr15	89389994	89390023	+	3
chr15	85537047	85537076	+	3
chr15	82885468	82885497	+	3
chr15	52006666	52006701	+	3
chr15	17691035	17691064	+	3
chr15	10648675	10648704	+	3
chr14	81287512	81287541	-	3
chr14	71012286	71012315	-	3
chr14	31442192	31442221	-	3
chr1	164545042	164545071	+	3
chr14	6140663	6140692	-	3
chr14	120590616	120590645	+	3
chr1	163820775	163820804	+	3
chr14	78661143	78661172	+	3
chr14	74403621	74403650	+	3
chr14	70843365	70843394	+	3
chr14	51085762	51085793	+	3
chr1	158902704	158902733	+	3
chr14	46848896	46848925	+	3
chr13	115364828	115364857	-	3
chr13	108138709	108138738	-	3
chr13	54766959	54766989	-	3
chr1	148875014	148875043	+	3
chr13	25420761	25420790	-	3
chr13	17162018	17162047	-	3
chr13	114725805	114725835	+	3
chr13	95777143	95777172	+	3
chr13	73501033	73501062	+	3
chr13	46103439	46103469	+	3
chr13	44172737	44172766	+	3
chr13	35105127	35105157	+	3
chr17	47320662	47320691	+	29
chr13	98610115	98610145	-	29
chr13	48633600	48633629	-	29
chr3	129571887	129571917	-	288
chr12	106022371	106022400	+	28
chr6	117413557	117413586	+	28
chr17	47381646	47381676	-	28
chr15	82028558	82028587	+	28
chr4	98846932	98846962	-	27
chr3	133045606	133045636	+	27
chr14	120176799	120176831	+	27
chr12	100883505	100883600	+	26
chr11	85652045	85652075	+	26
chr11	17121425	17121521	+	26
chr4	78419761	78419824	+	26
chr2	90235343	90235374	+	26
chr17	31641430	31641461	-	26
chr17	39983890	39984022	+	26
chr17	24802953	24803024	+	26
chr11	105178930	105178960	-	259
chr4	131473153	131473183	+	25
chr15	47371546	47371628	+	25
chr7	151226835	151226864	+	24
chr7	84044705	84044737	+	24
chr4	27608428	27608457	-	24
chr14	71274493	71274523	+	24
chr16	17628542	17628573	+	239
chr9	3258826	3258880	-	238
chr5	65913067	65913100	+	237
chr14	37392897	37392929	+	230
chrX	4545437	4545483	+	23
chr9	112763859	112763889	+	23
chr10	97755131	97755160	+	23
chr9	41339521	41339550	+	23
chr8	70368308	70368340	+	23
chr6	118144683	118144712	+	23
chr5	140901824	140901853	-	23
chr16	23032577	23032606	-	23
chr1	177903315	177903346	+	23
chr14	56379959	56379988	+	23
chr17	39984459	39984564	+	226
chrX	148346897	148346927	+	22
chr9	115669619	115669648	-	22
chr9	113838214	113838256	+	22
chr6	34788655	34788684	+	22
chr1	177149597	177149626	-	22
chr15	100556084	100556113	-	22
chr13	113368507	113368560	-	22
chr2	59891494	59891526	-	213
chr11	33654971	33655038	-	21
chr7	127897620	127897682	-	21
chr6	31012665	31012694	-	21
chr6	44743021	44743079	+	21
chr5	31215997	31216027	+	21
chr18	54858849	54858919	-	21
chr18	10785475	10785504	-	21
chr13	54285353	54285418	-	21
chr13	97960495	97960586	-	202
chr7	117203161	117203192	-	20
chr3	120952800	120952853	-	20
chr2	20821557	20821604	+	20
chr18	54858706	54858828	-	20
chr18	75370783	75370814	+	20
chr17	39984992	39985035	+	20
chr1	192944972	192945051	+	20
chr1	192944811	192944927	+	20
chr13	113368408	113368480	-	20
chr13	23508396	23508425	+	2
chr13	21999815	21999845	+	2
chr13	21264245	21264279	+	2
chr13	7520297	7520327	+	2
chr13	6656393	6656422	+	2
chr13	6316625	6316654	+	2
chr12	114570823	114570852	-	2
chr12	114301521	114301550	-	2
chr12	111655927	111655956	-	2
chr12	108014173	108014203	-	2
chr12	105574158	105574187	-	2
chr12	89989501	89989530	-	2
chr12	88278610	88278639	-	2
chr12	86888654	86888683	-	2
chr12	86656216	86656245	-	2
chr12	83012530	83012559	-	2
chr12	75198071	75198102	-	2
chr12	70459682	70459711	-	2
chr12	68485466	68485495	-	2
chr12	56463329	56463358	-	2
chr12	38811838	38811869	-	2
chr1	121196142	121196171	+	2
chr12	113850022	113850051	+	2
chr1	120557228	120557257	+	2
chr12	103393354	103393383	+	2
chr12	91554172	91554201	+	2
chr12	78321553	78321582	+	2
chr12	73081326	73081355	+	2
chr12	56013432	56013461	+	2
chr1	108103599	108103628	+	2
chr12	52822943	52822972	+	2
chr12	46033068	46033097	+	2
chr12	42701986	42702015	+	2
chr12	34551903	34551932	+	2
chr1	105812576	105812605	+	2
chr12	26124512	26124541	+	2
chr12	16794224	16794253	+	2
chr12	11224687	11224716	+	2
chr1	103188147	103188176	+	2
chr11	108873385	108873414	-	2
chr11	107300186	107300215	-	2
chr11	105480032	105480061	-	2
chr11	103690432	103690461	-	2
chr11	101675193	101675222	-	2
chr11	101154238	101154267	-	2
chr11	98545260	98545289	-	2
chr11	91380311	91380340	-	2
chr11	83683561	83683590	-	2
chr11	83353745	83353774	-	2
chr11	82469263	82469292	-	2
chr11	78114860	78114889	-	2
chr11	76891617	76891646	-	2
chr11	73021303	73021334	-	2
chr1	95677044	95677073	+	2
chr11	68938100	68938129	-	2
chr1	95470835	95470864	+	2
chr11	49507347	49507376	-	2
chr11	48647922	48647952	-	2
chr1	93215812	93215842	+	2
chr11	38514953	38514983	-	2
chr11	25242153	25242182	-	2
chr11	20576894	20576923	-	2
chr11	12138607	12138636	-	2
chr11	4065786	4065815	-	2
chr11	115703753	115703782	+	2
chr11	115248177	115248206	+	2
chr11	110681036	110681065	+	2
chr11	105627082	105627111	+	2
chr11	101863657	101863686	+	2
chr11	93737798	93737827	+	2
chr11	63820781	63820810	+	2
chr11	55520381	55520410	+	2
chr11	50854245	50854274	+	2
chr11	48632045	48632074	+	2
chr11	44667656	44667685	+	2
chr11	41025015	41025044	+	2
chr11	34216260	34216289	+	2
chr11	30211111	30211140	+	2
chr11	25451258	25451287	+	2
chr11	20192241	20192270	+	2
chr1	76030689	76030718	+	2
chr11	14606714	14606743	+	2
chr11	3580581	3580610	+	2
chr1	74679918	74679947	+	2
chr10	117558172	117558201	-	2
chr10	112649356	112649385	-	2
chr10	106633336	106633365	-	2
chr10	98056673	98056704	-	2
